"","ENSG00000073350_at","ENSG00000064547_at","ENSG00000058085_at","ENSG00000008323_at","ENSG00000006432_at","ENSG00000005001_at","ENSG00000002587_at","ENSG00000184363_at","target"
"22RV1",9.31363642941595,5.21186713122147,4.1241760508797,5.48252410894868,5.77157297437458,4.71066876184051,3.90075859744248,7.99389576545649,0.0508198459958593
"5637",9.63597850843919,7.65231113926001,10.9347425098488,5.68176277046176,5.66463448632413,6.25617601439841,8.52921747435426,9.00552631772541,0.203235544889072
"639-V",7.50343634053198,6.69035963395959,4.11132224375901,4.50224555634758,5.86942314537308,4.69774433669529,4.03648061386616,4.95410506646278,0.0113876145832891
"697",7.13892659571584,5.38542159612799,4.37647605777929,4.9118777970801,4.2820525781505,4.35165045417067,4.19345073199622,4.7602881885233,0.109496730041992
"769-P",7.23825618327232,5.30276142128439,10.1585316758773,4.31663434418503,5.12618447764045,4.8733050389471,5.91387340753746,5.34266980489775,0.257903359398813
"786-0",7.32674255602599,5.35004253156038,7.48215021852699,4.23183238811602,5.46659941439003,4.92239344279341,3.9998218231783,5.84214318103768,0.0174020298717271
"8305C",6.36529463990675,5.78248801414299,8.56319796423073,4.52491437212765,6.27318287218309,4.14744834627525,5.02469120429317,5.17972540227511,0.0298551537634076
"8505C",6.50790217285795,4.88418090352756,7.91782914861856,4.51170662217461,5.06927368255383,4.03180521240014,6.0139637002837,7.05912115943544,0.0330402243134315
"8-MG-BA",6.56644974473462,5.06720514172491,4.15343537283993,4.10331124569666,5.13431235641386,4.56763380025189,4.66827748344427,4.60875963854695,0.0752267256971563
"A172",6.39123790748449,5.7180403346556,7.13600374515457,4.42068013450533,4.37615430873771,4.24059134712427,3.68815800087304,6.34674878405283,0.0216909402869617
"A204",6.94489561496404,6.88669149392958,4.17713073617163,4.53021450942991,5.00272591659725,4.34535673833818,3.94028040300649,5.11920455242948,0.0872988780841945
"A2058",6.3879605802846,5.02263542954934,4.36204779748304,4.43745295182598,3.67180854568054,4.37612534678626,5.05439645006948,5.06722358032187,0.0203165554125714
"A253",7.75732193847098,6.39522682248569,7.25356441788644,5.94032911766809,6.11936117357879,5.39118206997389,5.80036438708447,6.82203409816208,0.119834565068788
"A2780",7.06458470639987,5.19757640003033,4.36508576607357,4.46789663104276,5.15218621312367,3.86876516770525,4.30747277965612,4.92986743616531,0.0183684849631259
"A375",6.14455038710425,5.27750476568657,4.38383189370573,4.33632051169588,5.0481562419171,4.30278014566751,4.8911199649964,6.34446794908029,0.0351188801773284
"A549",8.20796872762781,5.73340340324464,6.36150748072001,4.72091886519704,4.99565025193201,5.09536497102297,4.30928031582783,6.92821183337895,0.0836265196900419
"A673",7.04508385740704,7.16734556338506,4.28994014437043,4.56449976964168,4.76684412913003,4.60275550959793,3.83695017557822,4.96988563548194,0.0135715388139858
"ACHN",7.19623334003597,5.49448350411777,7.00610496525586,4.14102566115753,5.81018013678772,4.38823789373193,5.11521916523032,6.78929091321862,0.184315186113765
"AN3-CA",7.64469706742444,5.78844221236088,4.33889313736118,4.62673689463878,5.02106687244737,4.62831480924673,4.00467093479318,5.1022083511896,0.0338100126176805
"AsPC-1",9.36370650231805,5.94732808043625,8.03738759581264,6.14159037280112,5.03910889461089,6.17620331035835,8.34237817203416,8.83000292532986,0.0608122109348467
"AU565",10.0396280862713,6.01890038467501,4.19556798140006,4.79249219835837,6.35640611566443,6.48539042726953,4.11085248804197,9.66350122434386,0.0406516115603452
"BCPAP",6.38486005962826,5.73339757333791,5.58765221679087,4.31179626751658,6.06477441887847,4.50483115774157,4.38821306439018,5.90624325404298,0.0266409830258455
"BFTC-909",6.88880363281057,5.86737175211132,5.12592308929578,4.76531825854122,5.21579688684182,4.58332320244914,3.91693663192531,5.29709760381891,0.0269340404099325
"BL-41",6.80684890586544,5.57192320599046,4.42677493965102,4.46164126075388,5.08720088375772,4.46127156712061,4.14590701781225,4.81918733064102,0.00791880933314804
"BL-70",6.76829729494714,6.38847395945993,4.24725786476786,4.8721618551414,5.24425072570265,4.6808239586678,4.41816490855946,5.00482227078141,0.00772951600702843
"BT-20",8.56250223484966,7.6224433793833,5.86484878496,6.68231750848201,6.23638694763115,6.53471966447754,5.07081099069944,9.16824752860296,0.168571405946983
"BT-474",10.0468680454181,6.78643379640449,4.1670128382147,5.5599154821195,5.85277899175393,5.55991218588783,3.97870565482424,8.04791110554177,0.0538623574149398
"BT-549",6.39687035417549,5.94164676597565,4.78977414474846,4.52627507398883,3.91692997167578,4.62949560278793,5.59436047441627,5.45334961156382,0.0215984605315586
"BxPC-3",9.36196444659887,6.76197822631962,7.48104215529005,5.96766536451359,6.67299417851003,6.62894623880503,10.1199748995016,9.523098122188,0.114852470791902
"C2BBe1",9.5314647764488,7.00754994959863,8.7806873144441,7.22027299650871,5.67320776028189,7.16986539308184,4.78743015797368,8.43708869780773,0.161128777979443
"C32",6.51927293137757,5.0912447436075,4.08645995347336,4.39233728595982,4.91398277092416,4.27087826415276,4.70753570475885,5.43409412077431,0.0420952232433476
"C3A",10.0833605319155,5.45595362142537,4.24720581686806,5.87054290082825,5.31200295363283,4.67546403792724,4.00773660637139,7.71816977665959,0.0204441504620558
"CAL-12T",9.79486989397792,7.31107649822924,10.0005592978208,5.70151069721541,6.07579625725927,6.03402910913305,6.65273623952739,8.54396216309316,0.282763102643417
"CAL-27",8.43611878886736,7.04448880568068,7.00783430367498,5.38496548522813,5.34698881507269,7.27165771779852,7.08773654069473,8.89857215893797,0.331187398986012
"CAL-85-1",9.49151211898537,7.53997794611825,9.88544483856155,6.09996853176333,5.30363740290454,7.00443537230456,7.00216768287815,8.24592731470826,0.288552718437461
"Calu-1",7.12707205060331,5.63760815318618,4.66125846700598,4.15470499075098,5.54846565090266,4.44806047732107,6.61443998220003,6.37217570659186,0.0108016843304888
"Calu-3",9.20320705673321,6.7482170339082,10.1012296687062,5.49819751362631,5.81168493798911,6.80541253197597,9.1706050997682,7.4044150604076,0.144182987137287
"Calu-6",6.56567232974061,5.22979524376623,4.95684923479948,4.42042230531662,5.16004880947604,4.63064456196097,5.23370838488945,5.53863436862898,0.0233568358391087
"CAMA-1",10.0813839541385,7.24150766847724,4.2540247625631,4.39439674440513,5.37794248986975,5.04093744236903,3.97443744238438,7.23728456956997,0.0177608292883622
"Capan-2",10.7434796862751,7.92577567543245,9.36835165318823,6.10613665633601,6.61919848464542,7.82824716599088,9.3732945698007,9.26103094090121,0.0751523301484543
"CAS-1",6.41105271080927,5.32108631244535,4.14150194744504,4.49387627077276,4.76020161806454,4.86305475544244,3.95397756576242,5.25869165734348,0.00508940880629938
"CHL-1",7.43968052049177,5.33200797390542,3.93348925451303,4.20377655795224,4.88238414849437,4.27586753309262,4.77158989555783,4.89238889597471,0.131243493071321
"CHP-212",7.15251706681099,5.23815732243762,4.12300221129077,4.67430694668363,4.103402287236,4.17903023088798,3.86160181461527,4.81544360071883,0.0143083617043064
"COLO-205",10.8308979442973,7.29927531144432,5.27416864328575,5.23936134827139,5.94195131362593,5.23761520430456,4.38734343277292,8.55689322323704,0.0526779728782296
"COLO-320-HSR",7.20115654880752,5.70393843944753,4.32585142042418,4.3923757523556,4.89516865749419,3.93761477127329,6.15298812099393,4.80990570660533,0.0658329195011933
"COLO-678",10.4213797411882,6.84447905512886,5.92984150677936,6.59414447547276,7.43948415821032,6.15947984717686,4.64889835228343,7.80263540196439,0.15829449482542
"COLO-679",6.72746463365305,5.77768662767058,4.09318604476862,4.24909131649613,4.41132291515869,4.17385286829911,5.42441781078752,4.8044918403746,0.0174013135052878
"COLO-741",7.26675968675583,5.31628223997058,4.08207088268695,4.38960061924283,4.81973045427956,4.59391747162599,4.36285045321424,4.9725238930814,0.106955961828734
"COR-L105",9.1757103757336,6.99733578895683,6.22032987077378,4.56562226726249,6.23588081550825,5.08242367971549,8.0196630952795,6.8508592203528,0.187008674669172
"COR-L23",8.99694545520341,6.38776220862856,8.96443030858587,4.42803497577757,5.85460315580588,6.74341590610901,8.66336122321096,9.14309520413654,0.0101748184770943
"Daoy",7.15783997112412,5.31748384398554,4.22775436672883,4.65112630805496,5.22505272005662,4.34066804777873,4.19005966090062,5.56620305671107,0.0401462426565729
"DBTRG-05MG",6.68933468265278,5.54140332507717,4.17649568841766,4.43321733243925,4.03385307528802,4.4516194732357,6.59816765866573,6.32364497420118,0.0313312729381227
"DEL",6.81372008582287,6.22617661303789,4.0968249815909,4.35836265725254,5.21204333969006,4.35367063622819,4.28334115788381,5.79704124771313,0.0377965638160288
"Detroit562",8.32967933279429,6.20644748081773,9.55037309873325,5.35521905769626,6.17617205492718,6.78589814975067,7.06665907999369,8.27900308404347,0.115484322003818
"DK-MG",7.12259519909457,5.19073866266305,4.46398695423004,4.53002579987927,4.24884203051863,4.57587307202871,5.41082998004396,4.98581088796914,0.0282350399226488
"DMS-114",7.43557305239305,6.21826177933277,4.10039886197792,4.73655420151387,5.61189227443041,4.68019135844595,3.84535353149436,4.95971016643041,0.0401151054921804
"DOHH-2",6.60148782503427,6.47465993294923,4.16590262607369,4.66114825142201,5.35679825471952,4.27793582399354,4.68611363375628,4.87820942236664,0.00136137904746758
"DU-145",7.77339038186217,6.79744594600776,7.09546794620747,4.19231200652275,5.51108534180578,4.53260970752104,4.28428305849436,7.49237259816358,0.141625417499754
"DV-90",9.10580997914441,7.3426729340444,5.36519197695203,5.92986222749907,5.60473029317639,4.86514859549412,6.60897042054815,8.52716579337617,0.145836917253573
"EB2",6.55204353552458,6.79183014935062,4.33034901096652,4.33529842251055,4.83200956635208,4.61668291542803,3.98374448468031,4.76342052081039,0.0641156083318341
"EFE-184",7.78261034777707,6.17429795049215,8.47952626015976,5.21479287104067,5.62591999355072,5.65141821453442,6.08610028134058,7.74159043062143,0.103554841227833
"EFM-19",9.07656488126359,6.64561408122332,4.38792698332366,5.5075910172664,5.73338012442217,6.4598838461578,4.03688858607198,7.73540821468767,0.00551956421371003
"EFO-21",7.88185257691911,6.96219510296793,7.96073386286288,4.47517476449193,5.04947428876867,4.69468867012113,3.99231042477787,5.44902677527982,0.044400813155961
"EFO-27",8.51200819370531,6.86838440695347,9.60230500789202,4.80010758605327,5.15610370364671,4.97155700663143,4.69401873180127,7.98275252085466,0.163888948455916
"EM-2",7.94274065728748,7.16849876761024,4.34996155177413,4.44149858245208,4.15803148164407,4.57446565409389,4.19786774777238,4.98584101003842,0.0629304664581892
"ESS-1",6.51171516286645,5.77691192510991,7.54894260077449,4.60422938706856,5.24588918568608,4.55495671453524,3.60100257244034,5.03157774255334,0.067679730930328
"FADU",8.51981859135763,6.15531398353884,5.5211751937463,4.95150372157963,5.35935176413789,6.05543566918198,4.64635024598453,8.6616390309576,0.20383612526687
"G-361",6.27195996221979,5.2105444657716,3.91489185663895,4.39425053093068,4.60839943405504,4.34409995619604,4.09669852525921,4.95469607771572,0.0783446356783802
"G-401",7.30448259283957,5.61201503360648,4.2041965101065,4.44201849799484,5.1592070350526,4.42488438550671,3.99873767261395,5.29271457713432,0.0240128994851095
"G-402",7.92176020394413,5.39783665715622,4.21556783907516,4.66930135003369,4.44360495795559,4.5781380957249,3.95513479174668,5.24006350851921,0.00398849576686244
"GAMG",6.75824569519686,5.40091137029322,6.53811015599324,4.38929716594026,5.16107836150313,4.16433485279582,3.82792511667373,5.7982518715452,0.0426220793835724
"GB-1",6.43340769705495,5.2010771894493,4.22637746506487,4.45201830635797,5.22952865175922,4.531924595684,3.93366907813746,5.67179087610522,0.0529543075454265
"GCIY",7.81830924601687,5.88162834436754,5.44024593620294,4.94389226665997,5.43376495726007,4.70411438041885,4.87210389085659,5.4388462078314,0.171890898616637
"GCT",6.17285106259402,5.35063389459635,4.36750489537377,4.12654390692029,4.59707734820642,4.50251404921506,3.97316458881907,4.93176815347542,0.0305010167044467
"GI-1",7.08649361382752,5.85310989592624,4.37605798749577,4.5419271182852,4.23073449799304,4.68858337364384,5.71480709636325,5.36852960714417,0.0253774046211056
"GMS-10",7.14526299918108,5.4004655272642,4.48272319080644,4.23675204936773,5.82588301685238,4.11088230890313,4.39950366609458,6.01224309937378,0.0222145748896073
"H4",7.34315353516869,5.73875404788838,4.05945688588729,4.15458730670252,4.68052997987482,4.41432419447977,4.8158203018815,5.35831377825359,0.0304322152978734
"HCC1187",8.72685181017751,8.10263622261486,3.90257440376355,6.75047125430543,5.326427118582,4.75729190022778,4.49315559264817,7.4484019489519,0.046662025880708
"HCC1395",7.22626471241703,6.61901519329909,5.12538927856436,4.09279749026277,5.02743621610808,4.41255937238508,3.94616711950081,7.40549775765077,0.0432304258006927
"HCC1569",7.18243197385004,7.06567848769622,4.53533028098492,4.86782948611838,4.82197261520176,5.35791129921337,3.81914462840473,7.60261748788944,0.00729468621308926
"HCC1806",8.48565308086171,6.79382773319615,7.30875115629129,6.38626364554752,6.07538128144047,6.04521372108945,6.32757615698608,7.01523709881118,0.237098776601575
"HCC1954",9.11838200752803,7.13189953947645,4.18290100800295,4.61157214445291,6.2845297199953,6.26850676206096,5.29226872778295,7.72128174488928,0.109227511813148
"HCC70",9.54164945205524,7.6700918594333,7.30138688458218,6.21860664116448,6.22336021646978,6.87080938845894,6.35338215061608,8.96095272070121,0.0888052220070359
"HCT-116",9.85361580435513,7.10493616192695,5.58724058174971,5.76438890266485,5.67460421974566,4.8382104421389,9.51191500193245,7.89039784904491,0.0298634998244608
"HCT-15",10.3239027531817,7.20347203847926,4.99300795653579,5.06511341459938,5.91039714200647,6.01127973239728,5.41302925405585,7.60439331258106,0.051430670881629
"HD-MY-Z",6.44606540920849,5.23138725916777,4.15083828327219,4.44067356020285,4.52999904976478,4.13649970093966,7.47048341270069,4.61781747348709,0.0841229136418704
"HEC-1",9.60493515256673,5.81871253666386,8.6052614543144,4.39361037427492,6.05305203322227,4.29288790526417,5.15063835933129,6.0859022097472,0.0748420358116652
"HGC-27",7.34880886662016,5.3912211268573,4.03383155492511,4.91360462644763,3.86779256397642,4.33719341275183,4.04590993102019,4.99866283999918,0.0202083166855916
"HH",6.7154507434265,6.17959357577456,4.18327776085533,4.31246633318298,5.79889574431515,4.65032721574013,3.84277570049887,5.0820791034389,0.0276250000000167
"HLE",8.22691989861329,5.60540293024028,4.20579303215425,4.62618695378616,4.24287881937654,4.66133725716549,4.1321191023974,5.65209239594585,0.0275427809707499
"HOS",7.1447733240593,5.03517244861248,4.27565145190366,4.4560434619601,5.00699970695446,4.57918770320637,3.87792645978126,5.49920675814688,0.0391249999999855
"HPAF-II",9.30584382543545,6.45647736233487,8.38561677550711,5.55422961638464,6.66252303329668,7.92297284030887,9.54286840811304,8.62436841691592,0.0641428080630675
"Hs-578-T",6.32244261570704,5.34510181726294,4.76182956051851,4.45249249968456,4.37783503957303,4.58299165482461,3.82846385661756,5.78213463514401,0.0111527937917798
"HSC-2",7.85821255481816,7.10500472409197,7.64637822026707,4.97026706577489,6.60283997064137,5.54511970061348,8.10726668848425,8.89615794012219,0.0770629235024698
"HT",7.35677212319666,5.69544901871054,4.31149713913615,4.50061099206304,5.84459105912399,4.71862099864247,4.27685443080897,5.01143924484379,0.0446250000000127
"HT-1080",6.40723458284869,5.31824070587766,7.06691421756308,4.29975125044465,5.22242967048204,4.50834269227037,4.4009700502387,5.86401374398995,0.0127935167434797
"HT-1197",8.37667029472162,7.11276568628516,9.70569325045243,6.91791035811087,5.80396928010014,5.66465037904916,5.2656751755239,7.54771492325412,0.0604016195369251
"HT-1376",9.04396352043025,7.34510392319454,8.0467893785424,6.71814879874423,4.79394549017554,6.2319300389666,4.53869527713624,9.88104685184021,0.114669977778807
"HT-144",6.30297951015833,5.44021449612123,4.15809562063715,4.08543743268184,5.6473150945449,4.77809879956748,4.03107698607734,5.94869441859522,0.0572313025504216
"HT-29",9.45212866956708,6.48414362041936,4.69197822665059,6.72488783808876,5.39500537072446,6.23859426156794,7.97713435681169,8.89969502740131,0.00102237433176233
"HuCCT1",9.93037841176677,7.58100048583389,9.57445057852915,5.13150887576809,6.28462474746703,5.92274476828494,9.41166168661967,7.91430571963582,0.0792745089271241
"HuP-T3",8.6819523881726,7.23912542024124,8.1236228193963,5.25768169027071,6.16951512552391,6.00679370779037,8.90857215400644,7.67446559116557,0.0472616965444517
"HuP-T4",10.3729134513428,7.70332970315505,6.22637251228915,6.63394908306207,6.79750800382217,7.20716652676282,7.92702055153655,9.3610340885847,0.177973123731707
"IA-LM",7.90808405082089,6.12179222006034,6.23332465736027,4.41017517851745,5.87798610945171,4.02165684301415,5.92545358501931,7.5724142042706,0.0287725239556638
"IGROV-1",9.30784385355136,5.72387218837453,5.80883293728702,4.32961786874951,5.62607987519937,4.73055675189486,4.98279985955759,7.69511803204875,0.151461079926458
"IPC-298",6.71920050818018,7.12640372196429,4.21847404961458,4.3099653702193,5.01310751210133,4.45313631008483,5.20983628644789,5.01206747768936,0.0534161374875628
"IST-MES1",8.29908752242178,5.85624945338142,4.76597659891585,4.33341784455175,5.16672827097554,4.07348308570218,4.36091381795898,5.4071527293019,0.049000000000012
"J82",6.76210840315961,5.7520699678701,6.58239938846849,4.40308556657918,4.63631937817577,4.30461546445872,4.24142394537633,6.49219014672169,0.0485612757670865
"JVM-3",6.81968521096534,6.15426018334183,4.1829910451287,4.39051807924453,5.57238210548747,4.00718808512377,3.86679576687727,4.79041280688883,0.117029125895224
"K052",6.62302209177708,5.52945364775039,4.34623516047557,4.38235622713919,4.16311192505737,4.03324372638258,4.03125474403124,4.88950914559859,0.0654641719664067
"KALS-1",6.77616765860402,5.49456125563687,4.46681316219943,4.63019386288198,5.55817359074985,4.12839428431077,3.86590881851625,5.1772591775965,0.0521250000000099
"KARPAS-299",7.49707405373529,6.37373579894753,4.36072599485831,4.34176363666241,4.49991526373002,4.79603681174873,3.97693350995084,6.13196430068388,0.0283542188016344
"KARPAS-422",6.70152821501484,7.31903160452742,4.36407482029438,4.43875534113856,6.46446893677398,4.64780031222934,3.97618553250013,5.19864862112289,0.00652863455160801
"KG-1",6.27615883170429,5.56649630954659,4.39940544975692,4.3518760920589,4.00367855197733,4.860771597847,4.5133363010839,5.12606506794802,0.0370059893283885
"KLE",8.32442547242787,5.50293569117721,6.33178581088402,5.52111341404821,6.56350233480427,4.80112538958227,3.80274698497816,5.3525912292992,0.0872143684796068
"KMS-12-BM",7.45737052316011,6.19342466556527,4.15214374762922,4.02911107438166,4.84106167912489,4.65498005492855,4.1021092182062,8.16992448762816,0.0639030365904523
"KNS-42",6.73233190789636,5.13587508838232,4.02717526789195,4.28154096505601,5.21266045741889,4.24014060988211,7.31229497999049,4.99724340997186,0.00383095368231801
"KNS-62",8.83353099556784,7.02500462532151,8.88608711897535,6.15612861639706,6.84270590484191,7.13498550913907,7.00827696095103,8.97919835022523,0.0390333261357146
"KNS-81-FD",6.89066984945016,5.42442947776557,4.0157715723615,4.31109434896373,4.5048493614457,4.59360026171512,4.11911173723781,5.05691303525542,0.00658578905189267
"KP-4",7.2749696106472,6.05798094034695,4.26064031294462,4.23179908145948,5.50961729459804,4.96213409885905,4.10704500954784,5.36111879219682,0.0228335113683854
"KP-N-S19s",6.46118590454064,5.78830179825557,4.08267188962679,4.72978863857324,4.27498557636542,4.48798315408908,5.43862400265207,4.84358735860072,0.0731854304159488
"KU812",7.48532328887792,5.35380746365141,4.1691924307181,4.51829184919057,4.41049794366783,4.55824020777388,4.16500350597216,4.94042602807016,0.0324696570958103
"KURAMOCHI",7.64318658993179,5.94975955483856,6.3787330942434,4.8761786895723,5.35441079033416,4.71786244843229,4.09181981552417,4.91168848905041,0.095835113087797
"KYSE-140",8.39687673069401,6.63896541383375,7.30116257752948,5.77590269582824,5.78968716477167,5.33581981153404,5.51001821304074,7.59034773959651,0.291751307135053
"KYSE-150",8.31449895582086,7.74194968599439,6.88119193486313,4.73662376304914,5.78933171392285,6.64489515664099,5.31894472699778,8.55713186160655,0.0820511653725485
"KYSE-180",8.11144259182252,6.80440228490385,7.10053611336082,5.4694184174161,6.10049978003788,5.40244500259811,6.86205512038413,8.20302223411011,0.207051341535066
"KYSE-410",8.62517493218058,6.52283658558773,6.38385637139159,6.4727003014734,5.82283867005597,6.10673887339442,7.34658657587998,8.73389474386984,0.0666921258919408
"KYSE-450",8.33041204058497,6.50008707405104,5.51713771232488,4.4605710289159,5.78733277726866,5.00448819975536,4.173686770776,9.31393380881549,0.211340767187775
"KYSE-510",8.51630262117597,6.49531633230476,5.62488670295256,5.17456943230324,6.18876594508003,6.20941406779444,5.18135800289643,8.1485788454513,0.00772930356631374
"KYSE-520",8.28206598628617,6.08358917005252,7.58566670512991,4.54065163633407,5.60502529571705,5.27826418708617,5.78029156648255,7.01868470228796,0.18738900331418
"KYSE-70",7.77154419942202,5.18097777218181,4.5429293506722,5.52189688480223,5.65070180640811,4.95518238027955,5.07557951081357,7.49475089491216,0.175903684658544
"L-363",6.3220736489121,5.39155761670732,4.15260301232155,4.94940849531511,4.22789673917298,4.28824288044115,4.30852826128788,4.68671945445194,0.0306731831682832
"L-428",6.58448199040048,5.62527741410681,4.20103970449293,4.26574467709934,4.85437870682138,4.49993892645421,7.27582813496979,5.05591890630744,0.0128657743891335
"LCLC-103H",7.49494249589892,6.23029526716318,5.49400593698627,4.50999681575629,5.53807455952317,4.48669843533495,4.18896339180089,4.89832440571725,0.0186305398975062
"LOXIMVI",6.18639364609871,5.53828595985772,4.18600970939573,4.54262126230862,4.47479156681093,4.26853278575994,4.041731281502,6.16400163663911,0.0216513924881948
"LP-1",7.03331161606528,5.33257890290072,4.29577655303976,4.51091405486729,4.97442607525541,4.46762308116938,4.19721752941202,5.1205202878823,0
"LS-123",9.7241141207007,6.94380370674419,9.2008672373424,6.91652645178981,6.20948014511065,5.98636848647937,7.47482795463728,7.99096282628819,0.0687456218463056
"LS-411N",9.69796809169608,7.33672681410701,4.55570416535012,7.11729081406441,5.91815359065837,5.35423003902782,5.80701289714287,8.1342704913399,0.0119420552642432
"LS-513",9.9831378082326,6.61652487761925,6.11453835788103,5.90153093372153,5.620338440242,5.63804076651818,7.4588893086865,7.17229361564683,0.134355125391875
"LU-99A",7.1383378697176,5.49213030843072,6.9782359308335,4.4356430419191,5.73996259645082,4.30257794901849,4.42277719595374,5.4541203667283,0.0950835016979251
"Malme-3M",6.36114613967415,5.20012664449131,4.52553367383785,4.74988933373443,5.18877768586699,4.93614977347056,3.99088175833132,4.93798665043943,0.0343389634193806
"MC116",6.71385720369123,6.22938915015209,4.40634444806346,4.48505306927069,4.86935161168114,4.63235233146553,3.69438267004788,5.25508639306809,0.0101250000000087
"MCF7",11.2774207564892,7.9497094158725,4.22388206067712,4.42463677272296,6.09744667725776,6.08952910057005,3.91392438403622,7.74171235904949,0.0787455565499972
"MDA-MB-157",7.38446284500166,5.63007328500902,5.0907353165859,4.39758279962071,5.10054161833902,4.49387671997453,3.9680593146433,5.47494485420041,0.00773553152272177
"MDA-MB-175-VII",10.1160818306785,7.74279579114716,5.17945772971783,6.73783279364711,6.46054248567775,6.2486637011539,6.02486306243091,8.5533151530926,0.157838728939119
"MDA-MB-415",9.85975241363788,6.31691142565005,6.26045352528844,5.32457586272328,6.12613312699549,5.74807764214526,3.89171024182005,7.58330679505003,0.016174070218041
"MDA-MB-435",7.12906576618999,5.79023459083802,4.33437336641887,3.95607078218092,4.54162838104047,4.26441260017078,3.54880508167082,5.05588300790225,0.00335780246260409
"MDA-MB-453",10.239393736966,6.84034166738619,4.19096006731261,4.72489994760051,6.97898042273425,5.44117797483678,4.52416953878444,9.4566061278537,0.0298837951460482
"MEG-01",7.62015807277811,5.38342846122361,4.07953155899715,4.08519453081597,4.05407230174239,5.08322237309738,4.20194399926034,5.11936368919351,0.0119420936350009
"MEL-HO",6.91620109394559,5.71052524832999,4.27140865505756,4.72354269649505,5.55250964861483,4.63144053558573,4.95504357508716,5.05397914563278,0.0214472299051539
"MES-SA",6.69147578098924,5.32351110689981,4.10640115093957,4.50857212182124,4.51460990819808,4.44437461038526,3.72627225841489,5.08778909696171,0.0179689274489507
"Mewo",7.27300158410576,5.23995611210899,4.17480630891939,4.05950813331508,5.00844501664948,4.55232679905797,4.27491911295717,5.50928155597545,0.0113750000000107
"MFE-280",9.06150981489692,7.64461023861435,5.1418108040433,5.28760247549798,4.98065847763645,4.58296783941272,4.19787390864399,5.16464165521148,0.130851593591404
"MFE-296",8.08442087726691,5.52254915953846,4.26586487058672,4.84475142314496,5.40845374762485,4.75464701568996,3.93467504784438,5.31175722085118,0.109656927941025
"MG-63",6.23828868827919,5.37962063421824,4.14992941084776,4.11081350378394,4.11116889582702,4.34483232160352,4.46855998532262,5.50704064353828,0.00662420551191756
"MHH-ES-1",6.85351530608538,6.73456176341514,4.23935972548502,4.04346227101113,4.11889642654429,3.8938711323537,3.89566604716641,4.35215121631341,0.0936628038829607
"MIA-PaCa-2",7.55785488677237,6.30509070818712,4.16846055690973,4.47888344194631,4.88000810653259,4.49429536316259,3.8681111136905,7.67879803977353,0.0299227133046467
"MJ",6.44007884302602,5.80712020117485,4.03987334394193,4.508714383585,4.59929761393219,4.42635547923056,4.97171489062633,4.75256856569478,0
"MKN45",10.21516998629,7.05903680892039,6.87826977201308,4.77990960083174,5.79982679613995,5.01110356719201,4.80373025760565,7.56771587512751,0.0270716752294947
"MKN7",9.39774521271371,7.09591391891077,10.3805764046378,5.37045021741345,7.35084911658458,5.66245544303892,7.57872719274058,9.25103331017271,0.0106063899865304
"MOLT-16",6.62305397717494,7.25030994669937,4.38212375868617,4.67653093002961,5.49978364789319,4.43986321816378,3.95394072406868,4.94467997708061,0.0460211845039645
"MPP-89",7.12314679978186,5.24834858189105,6.60158829065372,4.32868733850284,5.5938295272006,4.21745362591938,3.88200204043635,6.34873138441051,0.019156318283062
